id	news_id	ratings_id
405	1763	405
406	138	406
407	221	407
408	578	408
409	943	409
410	569	410
411	1530	411
412	221	412
413	1023	413
414	664	414
415	262	415
416	1783	416
417	1070	417
418	968	418
419	59	419
420	1409	420
421	1010	421
422	1010	422
423	660	423
424	1061	424
425	1257	425
426	1090	426
427	1629	427
428	814	428
429	133	429
430	214	430
431	474	431
432	1905	432
433	466	433
435	927	435
436	1833	436
437	1833	437
438	650	438
439	405	439
440	241	440
441	1735	441
442	469	442
443	9	443
444	409	444
445	954	445
446	408	446
447	1672	447
448	469	448
449	1617	449
450	469	450
451	134	451
452	808	452
453	1224	453
454	1677	454
456	565	456
457	1389	457
458	241	458
459	759	459
460	740	460
461	1232	461
462	494	462
463	1629	463
464	1358	464
465	47	465
466	1269	466
467	1760	467
468	1629	468
469	378	469
470	469	470
471	489	471
472	1503	472
473	927	473
474	802	474
475	474	475
476	1789	476
477	1507	477
478	1588	478
479	1677	479
480	1925	480
481	198	481
482	1903	482
483	83	483
484	1925	484
485	241	485
486	1431	486
487	629	487
488	927	488
489	1270	489
490	1629	490
491	469	491
492	1358	492
493	474	493
494	558	494
495	1735	495
496	299	496
497	498	497
498	921	498
499	1269	499
500	1614	500
501	134	501
502	1649	502
503	466	503
504	401	504
505	1232	505
506	134	506
507	233	507
508	1499	508
509	1358	509
510	1642	510
511	672	511
512	1269	512
513	34	513
514	1854	514
515	1691	515
516	1395	516
517	9	517
518	1166	518
519	466	519
521	740	521
522	474	522
523	474	523
524	409	524
525	1015	525
526	1588	526
527	1168	527
528	1903	528
529	802	529
530	1936	530
531	802	531
532	1232	532
533	471	533
534	443	534
535	629	535
536	1070	536
537	312	537
538	245	538
539	629	539
540	1405	540
541	1720	541
542	241	542
543	1425	543
544	1358	544
545	203	545
546	246	546
547	214	547
548	444	548
549	189	549
550	1269	550
551	185	551
552	629	552
553	908	553
554	490	554
555	498	555
556	1588	556
557	840	557
558	757	558
559	466	559
560	1903	560
561	474	561
562	884	562
563	417	563
564	637	564
565	629	565
566	1300	566
567	138	567
568	1342	568
569	1309	569
570	1239	570
571	498	571
572	1373	572
573	833	573
574	1735	574
575	1159	575
576	1551	576
577	964	577
578	1630	578
579	672	579
580	630	580
581	948	581
582	1675	582
583	1070	583
584	308	584
585	1304	585
586	1612	586
587	1313	587
588	1689	588
589	9	589
590	506	590
591	1893	591
592	1612	592
593	246	593
594	1070	594
595	1735	595
596	959	596
597	589	597
598	872	598
599	669	599
600	9	600
602	1676	602
603	821	603
604	1676	604
605	1508	605
606	968	606
607	1202	607
608	968	608
609	812	609
610	235	610
611	189	611
612	202	612
613	466	613
614	202	614
615	540	615
616	189	616
617	262	617
618	138	618
619	22	619
620	1433	620
621	367	621
622	1490	622
623	1223	623
624	1524	624
625	1373	625
626	1309	626
627	1092	627
628	1154	628
629	1341	629
630	905	630
631	466	631
632	214	632
633	728	633
634	474	634
635	409	635
636	1155	636
637	52	637
638	492	638
639	1524	639
640	138	640
641	1445	641
642	262	642
643	968	643
644	202	644
645	1269	645
646	812	646
647	1188	647
648	183	648
649	1373	649
650	219	650
651	1373	651
652	1491	652
653	98	653
654	1373	654
655	478	655
656	1490	656
657	1403	657
658	841	658
659	1630	659
660	1070	660
661	740	661
662	1433	662
663	237	663
664	503	664
665	246	665
666	1473	666
667	672	667
668	1461	668
669	816	669
670	1689	670
671	1490	671
672	1490	672
673	870	673
674	1675	674
675	872	675
676	1419	676
677	189	677
678	1116	678
679	160	679
681	512	681
682	425	682
683	757	683
684	1010	684
685	494	685
686	474	686
687	669	687
688	1792	688
689	1159	689
690	492	690
691	1675	691
692	1689	692
693	1154	693
694	1629	694
695	1612	695
696	22	696
697	938	697
698	959	698
699	1735	699
700	629	700
701	872	701
703	466	703
705	1373	705
706	1431	706
707	466	707
708	1070	708
709	1676	709
710	474	710
711	1672	711
712	1224	712
713	202	713
714	138	714
715	672	715
716	540	716
717	262	717
718	367	718
719	425	719
720	47	720
721	1010	721
722	1341	722
723	1341	723
724	1672	724
725	1224	725
726	1524	726
727	872	727
728	565	728
729	221	729
730	1693	730
731	1675	731
732	494	732
733	1223	733
734	759	734
735	808	735
736	490	736
737	22	737
738	1342	738
739	1735	739
740	589	740
741	134	741
742	1090	742
743	1155	743
744	1491	744
745	409	745
746	968	746
747	134	747
748	474	748
749	565	749
750	233	750
751	538	751
752	917	752
753	143	753
754	607	754
755	1410	755
756	1070	756
757	469	757
758	469	758
759	469	759
760	469	760
761	469	761
762	469	762
763	740	763
764	221	764
765	1588	765
766	1588	766
767	1818	767
768	887	768
769	1728	769
770	816	770
771	922	771
772	839	772
773	677	773
774	1212	774
775	743	775
776	170	776
777	730	777
778	1437	778
779	232	779
780	886	780
781	1797	781
782	1832	782
783	1204	783
784	329	784
785	1129	785
786	69	786
787	856	787
788	687	788
789	1589	789
790	337	790
791	1723	791
792	1047	792
793	846	793
794	109	794
795	1892	795
798	670	798
799	318	799
800	556	800
801	1774	801
802	915	802
806	1480	806
807	1595	807
808	1564	808
809	1564	809
810	1249	810
814	79	814
816	1609	816
817	1911	817
842	814	842
843	814	843
844	814	844
845	814	845
846	814	846
847	814	847
848	814	848
849	814	849
850	814	850
863	1473	863
864	1473	864
865	1473	865
866	1473	866
867	1473	867
868	1473	868
869	1672	869
870	1224	870
871	211	871
874	1937	874
875	949	875
876	1160	876
877	1619	877
878	86	878
879	229	879
880	1836	880
881	1689	881
882	1225	882
883	986	883
884	133	884
885	947	885
886	847	886
887	1693	887
888	1134	888
889	1160	889
890	1467	890
891	847	891
892	1313	892
893	1152	893
894	1507	894
895	282	895
896	719	896
897	1908	897
898	240	898
899	190	899
900	1663	900
901	845	901
902	268	902
903	1868	903
904	1746	904
905	1451	905
906	927	906
907	617	907
908	1504	908
909	211	909
910	777	910
911	734	911
912	423	912
913	1838	913
914	1725	914
915	845	915
916	1064	916
917	1078	917
918	497	918
919	1013	919
920	169	920
921	1292	921
922	729	922
923	296	923
924	952	924
925	843	925
926	804	926
927	233	927
928	233	928
929	882	929
930	233	930
931	522	931
932	1632	932
933	233	933
934	233	934
935	233	935
936	804	936
937	1642	937
938	1312	938
939	127	939
940	1565	940
941	1862	941
942	1665	942
943	965	943
944	1272	944
945	1941	945
946	1818	946
947	309	947
948	1545	948
949	1428	949
950	1913	950
951	498	951
952	1210	952
953	1519	953
954	1439	954
955	905	955
956	1210	956
957	1210	957
958	779	958
959	1321	959
960	1210	960
961	1703	961
962	917	962
963	1210	963
964	917	964
965	610	965
966	42	966
967	1012	967
968	1121	968
969	1611	969
970	211	970
971	1181	971
972	174	972
973	1838	973
974	1555	974
975	1611	975
976	1476	976
977	373	977
978	373	978
979	373	979
980	373	980
981	1093	981
982	82	982
983	790	983
984	676	984
985	1935	985
986	607	986
987	1046	987
988	531	988
989	410	989
990	305	990
991	1882	991
992	1461	992
993	1458	993
994	1470	994
995	52	995
996	827	996
997	220	997
998	1157	998
999	730	999
1000	1104	1000
1001	192	1001
1002	840	1002
1003	1621	1003
1004	1388	1004
1005	511	1005
1006	744	1006
1007	693	1007
1008	1690	1008
1009	834	1009
1010	799	1010
1011	432	1011
1012	495	1012
1013	1416	1013
1014	606	1014
1015	1766	1015
1016	623	1016
1017	688	1017
1018	812	1018
1019	884	1019
1020	1079	1020
1021	1396	1021
1022	116	1022
1023	771	1023
1024	1025	1024
1025	856	1025
1026	1025	1026
1027	1438	1027
1028	1404	1028
1029	175	1029
1030	1892	1030
1031	1847	1031
1032	981	1032
1033	1470	1033
1034	134	1034
1035	606	1035
1036	1763	1036
1037	1583	1037
1038	1151	1038
1039	1532	1039
1040	108	1040
1041	1345	1041
1042	826	1042
1043	1928	1043
1044	12	1044
1045	1828	1045
1046	938	1046
1047	540	1047
1048	88	1048
1049	1712	1049
1050	1129	1050
1051	964	1051
1052	138	1052
1053	133	1053
1054	1843	1054
1055	1792	1055
1056	1138	1056
1057	1031	1057
1058	900	1058
1059	576	1059
1060	1448	1060
1061	1505	1061
1062	419	1062
1063	1473	1063
1064	1010	1064
1065	884	1065
1066	246	1066
1067	492	1067
1068	379	1068
1069	503	1069
1070	140	1070
1071	1483	1071
1072	503	1072
1073	822	1073
1074	50	1074
1075	376	1075
1076	1410	1076
1077	905	1077
1078	143	1078
1079	584	1079
1080	219	1080
1081	1112	1081
1082	538	1082
1083	1700	1083
1084	346	1084
1085	841	1085
1086	1168	1086
1087	1368	1087
1088	444	1088
1089	567	1089
1090	964	1090
1091	1502	1091
1092	405	1092
1093	503	1093
1094	811	1094
1095	870	1095
1096	889	1096
1097	1070	1097
1098	288	1098
1099	927	1099
1100	474	1100
1101	202	1101
1102	953	1102
1103	629	1103
1104	530	1104
1105	466	1105
1106	211	1106
1107	379	1107
1108	1841	1108
1109	1163	1109
1110	140	1110
1111	1609	1111
1112	607	1112
1113	503	1113
1114	837	1114
1115	1062	1115
1116	1352	1116
1117	921	1117
1118	338	1118
1119	1858	1119
1120	845	1120
1121	650	1121
1122	1341	1122
1123	867	1123
1124	299	1124
1125	927	1125
1126	160	1126
1127	140	1127
1128	34	1128
1129	1490	1129
1130	1395	1130
1131	1309	1131
1132	1269	1132
1133	1232	1133
1134	1163	1134
1135	1163	1135
1136	1163	1136
1137	943	1137
1138	872	1138
1139	474	1139
1140	1168	1140
1141	1481	1141
1142	134	1142
1143	1225	1143
1144	1235	1144
1145	59	1145
1146	1230	1146
1147	1507	1147
1148	672	1148
1149	1044	1149
1150	1340	1150
1151	490	1151
1152	728	1152
1153	498	1153
1154	643	1154
1155	337	1155
1156	949	1156
1157	214	1157
1158	1139	1158
1159	444	1159
1160	312	1160
1161	426	1161
1162	237	1162
1163	1155	1163
1164	426	1164
1165	425	1165
1166	426	1166
1167	444	1167
1168	872	1168
1169	1281	1169
1170	346	1170
1171	681	1171
1172	1160	1172
1173	757	1173
1174	1508	1174
1175	1780	1175
1176	576	1176
1177	143	1177
1178	1152	1178
1179	964	1179
1180	540	1180
1181	409	1181
1182	802	1182
1183	802	1183
1184	1388	1184
1185	1388	1185
1186	981	1186
1187	968	1187
1188	1352	1188
1189	423	1189
1190	2	1190
1191	531	1191
1192	246	1192
1193	1038	1193
1194	639	1194
1195	474	1195
1196	1530	1196
1197	1159	1197
1198	495	1198
1199	759	1199
1200	748	1200
1201	1254	1201
1202	489	1202
1203	425	1203
1204	241	1204
1205	138	1205
1206	409	1206
1207	47	1207
1208	831	1208
1209	163	1209
1210	837	1210
1211	1300	1211
1212	872	1212
1213	1491	1213
1214	1524	1214
1215	466	1215
1216	503	1216
1217	1551	1217
1218	629	1218
1219	1629	1219
1220	1223	1220
1221	1524	1221
1222	1224	1222
1223	1672	1223
1224	498	1224
1225	368	1225
1226	403	1226
1227	471	1227
1228	553	1228
1229	869	1229
1230	577	1230
1231	1328	1231
1232	741	1232
1233	1063	1233
1234	139	1234
1235	768	1235
1236	795	1236
1237	520	1237
1238	1693	1238
1239	1230	1239
1240	180	1240
1241	954	1241
1242	466	1242
1243	104	1243
1244	1413	1244
1245	1007	1245
1246	927	1246
1247	1205	1247
1248	1068	1248
1249	628	1249
1250	1270	1250
1251	802	1251
1252	620	1252
1253	367	1253
1254	1675	1254
1255	296	1255
1256	358	1256
1257	1081	1257
1258	1048	1258
1259	1388	1259
1260	614	1260
1261	995	1261
1262	1269	1262
1263	1195	1263
1264	1267	1264
1265	1590	1265
1266	173	1266
1267	889	1267
1268	1687	1268
1269	1430	1269
1270	885	1270
1271	1498	1271
1272	615	1272
1273	1564	1273
1274	1125	1274
1275	703	1275
1276	131	1276
1277	1264	1277
1278	187	1278
1279	923	1279
1280	1278	1280
1281	1278	1281
1282	1554	1282
1283	237	1283
1284	1250	1284
1285	241	1285
1286	134	1286
1287	1670	1287
1288	1473	1288
1289	757	1289
1290	1837	1290
1291	1224	1291
1292	1293	1292
1293	629	1293
1294	927	1294
1295	575	1295
1296	1507	1296
1297	1503	1297
1298	1503	1298
1299	1503	1299
1300	460	1300
1301	1837	1301
1302	306	1302
1303	1197	1303
1304	1840	1304
1305	1253	1305
1306	294	1306
1307	980	1307
1308	1493	1308
1309	1865	1309
1310	1020	1310
1311	58	1311
1312	706	1312
1313	653	1313
1314	247	1314
1315	1127	1315
1316	1249	1316
1317	276	1317
1318	1274	1318
1319	817	1319
1320	1829	1320
1321	1209	1321
1322	1424	1322
1323	569	1323
1324	1240	1324
1325	1237	1325
1326	1243	1326
1327	697	1327
1328	1599	1328
1329	808	1329
1330	744	1330
1331	841	1331
1332	207	1332
1333	225	1333
1334	403	1334
1335	151	1335
1336	1175	1336
1337	1507	1337
1338	1625	1338
1339	583	1339
1340	1813	1340
1341	1074	1341
1342	1798	1342
1343	1668	1343
1344	980	1344
1345	451	1345
1346	1901	1346
1347	1117	1347
1348	1291	1348
1349	1104	1349
1350	333	1350
1351	1863	1351
1352	726	1352
1353	1296	1353
1354	255	1354
1355	350	1355
1356	287	1356
1357	1929	1357
1358	872	1358
1359	376	1359
1360	1911	1360
1361	1342	1361
1362	119	1362
1363	415	1363
1364	332	1364
1365	332	1365
1366	332	1366
1367	1552	1367
1368	1653	1368
1369	279	1369
1370	862	1370
1371	11	1371
1372	1587	1372
1373	1586	1373
1374	45	1374
1375	843	1375
1376	746	1376
1377	1648	1377
1378	1625	1378
1379	639	1379
1380	1385	1380
1381	1335	1381
1382	1304	1382
1383	1174	1383
1384	872	1384
1385	1559	1385
1386	45	1386
1387	872	1387
1388	460	1388
1389	466	1389
1390	237	1390
1391	1491	1391
1392	202	1392
1393	742	1393
1394	1848	1394
1395	1070	1395
1396	345	1396
1397	1728	1397
1398	88	1398
1399	1388	1399
1400	1052	1400
1401	1924	1401
1402	1707	1402
1403	86	1403
1404	1664	1404
1405	1664	1405
1406	1664	1406
1407	38	1407
1408	1260	1408
1409	149	1409
1410	932	1410
1411	1813	1411
1412	933	1412
1413	222	1413
1414	1835	1414
1415	594	1415
1416	304	1416
1417	79	1417
1418	606	1418
1419	396	1419
1420	1260	1420
1421	131	1421
1422	834	1422
1423	1760	1423
1424	160	1424
1425	1562	1425
1426	1146	1426
1427	802	1427
1428	84	1428
1429	1642	1429
1430	455	1430
1431	814	1431
1432	1501	1432
1433	6	1433
1434	1593	1434
1435	850	1435
1436	599	1436
1437	1339	1437
1438	1195	1438
1439	72	1439
1440	35	1440
1441	516	1441
1442	1887	1442
1443	988	1443
1444	1717	1444
1445	253	1445
1446	1523	1446
1447	1523	1447
1448	1378	1448
1449	1712	1449
1450	1874	1450
1451	1699	1451
1452	1330	1452
1453	679	1453
1454	1497	1454
1455	710	1455
1456	372	1456
1457	1008	1457
1458	1025	1458
1459	1025	1459
1460	1025	1460
1461	822	1461
1462	963	1462
1463	767	1463
1464	704	1464
1465	1215	1465
1466	794	1466
1467	1584	1467
1468	183	1468
1469	599	1469
1470	540	1470
1471	949	1471
1472	986	1472
1473	1388	1473
1474	86	1474
1475	338	1475
1476	296	1476
1477	837	1477
1478	190	1478
1479	802	1479
1480	503	1480
1481	474	1481
1482	466	1482
1483	214	1483
1484	1324	1484
1485	226	1485
1486	1646	1486
1487	83	1487
1488	887	1488
1489	1510	1489
1490	1419	1490
1491	1326	1491
1492	498	1492
1493	29	1493
1494	1597	1494
1495	869	1495
1496	1343	1496
1497	695	1497
1498	1288	1498
1499	1937	1499
1500	904	1500
1501	1469	1501
1502	1731	1502
1503	921	1503
1504	540	1504
1505	593	1505
1506	409	1506
1507	38	1507
1508	1789	1508
1509	508	1509
1510	1801	1510
1511	21	1511
1512	1843	1512
1513	286	1513
1514	869	1514
1515	1008	1515
1516	1752	1516
1517	872	1517
1518	1826	1518
1519	916	1519
1520	1692	1520
1521	916	1521
1522	223	1522
1523	834	1523
1524	223	1524
1525	223	1525
1526	1222	1526
1527	527	1527
1528	489	1528
1529	94	1529
1530	59	1530
1531	1162	1531
1532	813	1532
1533	1237	1533
1534	1470	1534
1535	1790	1535
1536	1445	1536
1537	1585	1537
1538	797	1538
1539	1224	1539
1540	134	1540
1541	872	1541
1542	1070	1542
1543	466	1543
1544	105	1544
1545	1338	1545
1546	644	1546
1547	1837	1547
1548	1623	1548
1549	1685	1549
1550	1613	1550
1551	409	1551
1552	548	1552
1553	1675	1553
1554	927	1554
1555	1865	1555
1556	1020	1556
1557	1256	1557
1558	1097	1558
1559	1471	1559
1560	1388	1560
1561	723	1561
1562	659	1562
1563	1615	1563
1564	645	1564
1565	448	1565
1566	1764	1566
1567	998	1567
1568	715	1568
1569	813	1569
1570	1917	1570
1571	743	1571
1572	121	1572
1573	857	1573
1574	751	1574
1575	4	1575
1576	4	1576
1577	4	1577
1578	446	1578
1579	893	1579
1580	286	1580
1581	19	1581
1582	1316	1582
1583	616	1583
1584	684	1584
1585	1306	1585
1586	776	1586
1587	856	1587
1588	22	1588
1589	1262	1589
1590	746	1590
1591	396	1591
1592	810	1592
1593	647	1593
1594	462	1594
1595	1501	1595
1596	152	1596
1597	1516	1597
1598	1269	1598
1599	1188	1599
1600	1224	1600
1601	1339	1601
1602	98	1602
1603	202	1603
1604	938	1604
1605	134	1605
1606	488	1606
1607	654	1607
1608	757	1608
1609	745	1609
1610	1049	1610
1611	1264	1611
1612	1264	1612
1613	1264	1613
1614	214	1614
1615	628	1615
1616	984	1616
1617	669	1617
1618	86	1618
1619	296	1619
1620	820	1620
1621	1174	1621
1622	862	1622
1623	524	1623
1624	149	1624
1625	1631	1625
1626	897	1626
1627	1836	1627
1628	1823	1628
1629	583	1629
1630	583	1630
1631	844	1631
1632	847	1632
1633	701	1633
1634	849	1634
1635	1881	1635
1636	1656	1636
1637	441	1637
1638	318	1638
1639	1862	1639
1640	1668	1640
1641	1031	1641
1642	1287	1642
1643	1873	1643
1644	1213	1644
1645	766	1645
1646	1566	1646
1647	1086	1647
1648	909	1648
1649	861	1649
1650	1012	1650
1651	596	1651
1652	105	1652
1653	1078	1653
1654	1659	1654
1655	524	1655
1656	1694	1656
1657	1393	1657
1658	1377	1658
1659	157	1659
1660	1590	1660
1661	1135	1661
1662	1286	1662
1663	88	1663
1664	1336	1664
1665	117	1665
1666	564	1666
1667	1442	1667
1668	600	1668
1669	567	1669
1670	962	1670
1671	519	1671
1672	567	1672
1673	1130	1673
1674	1788	1674
1675	674	1675
1676	611	1676
1677	1849	1677
1678	1274	1678
1679	1890	1679
1680	610	1680
1681	826	1681
1682	144	1682
1683	1540	1683
1684	872	1684
1685	872	1685
1686	1680	1686
1687	1264	1687
1688	1320	1688
1689	1217	1689
1690	176	1690
1691	1762	1691
1692	1676	1692
1693	1335	1693
1694	1675	1694
1695	1206	1695
1696	143	1696
1697	852	1697
1698	597	1698
1699	297	1699
1700	1045	1700
1701	1272	1701
1702	851	1702
1704	841	1704
1705	1224	1705
1706	869	1706
1707	1388	1707
1708	872	1708
1709	869	1709
1710	466	1710
1711	474	1711
1712	884	1712
1714	134	1714
1718	498	1718
1720	202	1720
1724	241	1724
1727	837	1727
1729	921	1729
1730	629	1730
1734	246	1734
1736	396	1736
1737	22	1737
1739	474	1739
1747	734	1747
1749	1188	1749
1751	1575	1751
1752	1408	1752
1756	1224	1756
1757	406	1757
1758	1750	1758
1759	1790	1759
1760	98	1760
1761	848	1761
1764	361	1764
1766	802	1766
1778	540	1778
1779	405	1779
1780	840	1780
1781	1741	1781
1782	1493	1782
1783	1746	1783
1784	1089	1784
1785	756	1785
1786	921	1786
1787	889	1787
1788	1224	1788
1789	1642	1789
1790	87	1790
1791	1116	1791
1792	1012	1792
1793	1940	1793
1794	459	1794
1795	611	1795
1796	1718	1796
1797	959	1797
1798	220	1798
1799	1520	1799
1800	813	1800
1801	858	1801
1802	858	1802
1803	858	1803
1804	858	1804
1805	1005	1805
1806	267	1806
1807	446	1807
1808	1070	1808
1809	751	1809
1810	198	1810
1811	40	1811
1812	1343	1812
1813	140	1813
1814	589	1814
1815	956	1815
1816	604	1816
1817	528	1817
1818	212	1818
1819	52	1819
1820	439	1820
1821	352	1821
1822	637	1822
1823	747	1823
1824	956	1824
1825	67	1825
1826	1644	1826
1827	1155	1827
1828	844	1828
1829	1928	1829
1830	1589	1830
1831	397	1831
1832	397	1832
1833	227	1833
1834	721	1834
1835	812	1835
1836	812	1836
1837	812	1837
1838	627	1838
1839	1156	1839
1840	939	1840
1841	326	1841
1842	1775	1842
1843	397	1843
1844	1056	1844
1845	1399	1845
1846	655	1846
1847	655	1847
1848	929	1848
1849	134	1849
1850	1729	1850
1851	517	1851
1852	1070	1852
1853	1224	1853
1854	629	1854
1855	202	1855
1856	498	1856
1857	1223	1857
1858	872	1858
1859	474	1859
1860	466	1860
1861	915	1861
1862	1217	1862
1863	890	1863
1864	1409	1864
1865	892	1865
1866	1139	1866
1867	181	1867
1868	398	1868
1869	1605	1869
1870	766	1870
1871	1299	1871
1872	268	1872
1873	1260	1873
1874	734	1874
1875	229	1875
1876	580	1876
1877	1436	1877
1878	1191	1878
1879	1941	1879
1880	1329	1880
1881	480	1881
1882	848	1882
1883	1240	1883
1884	156	1884
1885	1299	1885
1886	474	1886
1887	496	1887
1888	834	1888
1889	1774	1889
1890	930	1890
1891	662	1891
1892	977	1892
1893	1331	1893
1894	986	1894
1895	1727	1895
1896	1623	1896
1897	639	1897
1898	905	1898
1899	1283	1899
1900	542	1900
1901	41	1901
1902	1242	1902
1903	882	1903
1904	1199	1904
1905	815	1905
1906	1524	1906
1907	706	1907
1908	807	1908
1909	1629	1909
1910	502	1910
1911	1277	1911
1912	932	1912
1913	1325	1913
1914	607	1914
1915	1384	1915
1916	1369	1916
1917	324	1917
1918	324	1918
1919	834	1919
1920	655	1920
1921	381	1921
1922	36	1922
1923	1074	1923
1924	814	1924
1925	575	1925
1926	1068	1926
1927	726	1927
1928	1662	1928
1929	518	1929
1930	289	1930
1931	1363	1931
1932	508	1932
1933	1936	1933
1934	1103	1934
1935	31	1935
1936	1282	1936
1937	1805	1937
1938	1016	1938
1939	1512	1939
1940	1023	1940
1941	1801	1941
1942	764	1942
1943	1168	1943
1944	1153	1944
1945	1196	1945
1946	1196	1946
1947	779	1947
1948	330	1948
1949	1495	1949
1950	1196	1950
1951	661	1951
1952	1843	1952
1953	1050	1953
1954	291	1954
1955	1699	1955
1956	515	1956
1957	1353	1957
1958	744	1958
1959	1364	1959
1960	228	1960
1961	867	1961
1962	1204	1962
1963	794	1963
1964	832	1964
1965	1054	1965
1966	1494	1966
1967	1757	1967
1968	1483	1968
1969	1086	1969
1970	819	1970
1971	1299	1971
1972	1001	1972
1973	1670	1973
1974	1663	1974
1975	1854	1975
1976	1670	1976
1977	136	1977
1978	489	1978
1979	298	1979
1980	1442	1980
1981	1130	1981
1982	1256	1982
1983	628	1983
1984	807	1984
1985	1846	1985
1986	846	1986
1987	659	1987
1988	211	1988
1989	702	1989
1990	452	1990
1991	1936	1991
1992	285	1992
1993	791	1993
1994	829	1994
1995	656	1995
1996	1604	1996
1997	857	1997
1998	779	1998
1999	1429	1999
2000	51	2000
2001	446	2001
2002	65	2002
2003	1920	2003
2004	274	2004
2005	776	2005
2006	1468	2006
2007	960	2007
2008	61	2008
2009	66	2009
2010	1783	2010
2011	1584	2011
2012	640	2012
2013	911	2013
2014	636	2014
2015	1528	2015
2016	1528	2016
2017	399	2017
2018	474	2018
2019	629	2019
2020	954	2020
2021	540	2021
2022	1224	2022
2023	927	2023
2024	498	2024
2025	361	2025
2026	237	2026
2027	757	2027
2028	872	2028
2029	1223	2029
2030	995	2030
2031	503	2031
2032	921	2032
2033	466	2033
2034	396	2034
2035	38	2035
2036	312	2036
2037	202	2037
2038	155	2038
2039	1388	2039
2040	986	2040
2041	304	2041
2042	1068	2042
2043	134	2043
2044	1038	2044
2045	837	2045
2046	1152	2046
2047	889	2047
2048	478	2048
2049	138	2049
2050	214	2050
2051	1215	2051
2052	726	2052
2053	82	2053
2054	639	2054
